Fecha Presentacion;Lote;Fecha Pago;Descripcion;Fecha Origen;Comprobante;Tarjeta;Plan;Cuota;Moneda;Importe
28/05/2018;0;22-jun-18;CONS. $  ;25-may-18;2343;XXXX XXXX XXXX4442;0;0;pesos;984
28/05/2018;0;22-jun-18;CONS. $  ;25-may-18;2344;XXXX XXXX XXXX4038;0;0;pesos;984
28/05/2018;0;22-jun-18;CONS. $  ;25-may-18;2345;XXXX XXXX XXXX6199;0;0;pesos;984
21/05/2018;0;15-jun-18;CONS. $  ;18-may-18;2183;XXXX XXXX XXXX3357;0;0;pesos;935
21/05/2018;0;15-jun-18;CONS. $  ;18-may-18;2185;XXXX XXXX XXXX2036;0;0;pesos;858
21/05/2018;0;15-jun-18;CONS. $  ;19-may-18;2189;XXXX XXXX XXXX8177;0;0;pesos;935
21/05/2018;0;15-jun-18;CONS. $  ;19-may-18;2190;XXXX XXXX XXXX7859;0;0;pesos;984
21/05/2018;0;15-jun-18;CONS. $  ;19-may-18;2191;XXXX XXXX XXXX3172;0;0;pesos;984
21/05/2018;0;15-jun-18;CONS. $  ;19-may-18;2194;XXXX XXXX XXXX2871;0;0;pesos;984
21/05/2018;0;15-jun-18;CONS. $  ;19-may-18;2196;XXXX XXXX XXXX4503;0;0;pesos;858
21/05/2018;0;15-jun-18;CONS. $  ;19-may-18;2197;XXXX XXXX XXXX2332;0;0;pesos;984
21/05/2018;0;15-jun-18;CONS. $  ;19-may-18;2198;XXXX XXXX XXXX3124;0;0;pesos;984
21/05/2018;0;15-jun-18;CONS. $  ;19-may-18;2204;XXXX XXXX XXXX0471;0;0;pesos;984
21/05/2018;0;15-jun-18;CONS. $  ;19-may-18;2205;XXXX XXXX XXXX6199;0;0;pesos;858
21/05/2018;0;15-jun-18;CONS. $  ;19-may-18;2206;XXXX XXXX XXXX6199;0;0;pesos;858
21/05/2018;0;15-jun-18;CONS. $  ;19-may-18;2208;XXXX XXXX XXXX9685;0;0;pesos;1012
21/05/2018;0;15-jun-18;CONS. $  ;19-may-18;2209;XXXX XXXX XXXX1714;0;0;pesos;462
21/05/2018;0;15-jun-18;CONS. $  ;19-may-18;2210;XXXX XXXX XXXX3228;0;0;pesos;984
21/05/2018;0;15-jun-18;CONS. $  ;19-may-18;2212;XXXX XXXX XXXX7431;0;0;pesos;984
21/05/2018;0;15-jun-18;CONS. $  ;19-may-18;2213;XXXX XXXX XXXX5284;0;0;pesos;984
21/05/2018;0;15-jun-18;CONS. $  ;19-may-18;2215;XXXX XXXX XXXX1299;0;0;pesos;984
21/05/2018;0;15-jun-18;CONS. $  ;20-may-18;2217;XXXX XXXX XXXX0413;0;0;pesos;462
21/05/2018;0;15-jun-18;CONS. $  ;20-may-18;2218;XXXX XXXX XXXX5267;0;0;pesos;984
21/05/2018;0;15-jun-18;CONS. $  ;20-may-18;2219;XXXX XXXX XXXX8479;0;0;pesos;984
21/05/2018;0;15-jun-18;CONS. $  ;20-may-18;2220;XXXX XXXX XXXX9503;0;0;pesos;984
21/05/2018;0;15-jun-18;CONS. $  ;20-may-18;2221;XXXX XXXX XXXX1823;0;0;pesos;1012
21/05/2018;0;15-jun-18;CONS. $  ;20-may-18;2223;XXXX XXXX XXXX7011;0;0;pesos;984
